subject,lab,model,nll
NYU-38,angelakilab,combined_history,0.406259912595928
NYU-38,angelakilab,evidence_history,0.43822979724485733
NYU-38,angelakilab,learning_evidence,0.4407517240920517
NYU-38,angelakilab,learning_history,0.4417057243408408
NYU-38,angelakilab,long_evidence,0.4064165284191055
NYU-38,angelakilab,long_history,0.4061079926853171
NYU-38,angelakilab,outcome_history,0.43899026715012845
NYU-41,angelakilab,combined_evidence,0.32174666261118934
NYU-41,angelakilab,combined_history,0.321959885934251
NYU-41,angelakilab,evidence_history,0.31790573302997
NYU-41,angelakilab,learning_evidence,0.3155374670144954
NYU-41,angelakilab,learning_history,0.31571178255506793
NYU-41,angelakilab,long_evidence,0.32141202585066847
NYU-41,angelakilab,long_history,0.32160356840731463
NYU-41,angelakilab,outcome_history,0.3178668473208775
NYU-43,angelakilab,combined_evidence,0.35277670659353083
NYU-43,angelakilab,combined_history,0.354636060201073
NYU-43,angelakilab,evidence_history,0.38058928787745855
NYU-43,angelakilab,learning_evidence,0.37586394758738845
NYU-43,angelakilab,learning_history,0.3802424348723513
NYU-43,angelakilab,long_evidence,0.35343715121956404
NYU-43,angelakilab,long_history,0.3556442763415954
NYU-43,angelakilab,outcome_history,0.38465480052197737
NYU-44,angelakilab,combined_evidence,0.4296139148139594
NYU-44,angelakilab,combined_history,0.4289541855412364
NYU-44,angelakilab,evidence_history,0.4763354357085834
NYU-44,angelakilab,learning_evidence,0.47838099341562
NYU-44,angelakilab,learning_history,0.48020177349320325
NYU-44,angelakilab,long_evidence,0.43241323856224284
NYU-44,angelakilab,long_history,0.43210261312691334
NYU-44,angelakilab,outcome_history,0.47888265854288586
NYU-56,angelakilab,combined_evidence,0.28858462877047136
NYU-56,angelakilab,combined_history,0.2888053818394465
NYU-56,angelakilab,evidence_history,0.3103626135015854
NYU-56,angelakilab,learning_evidence,0.305207204939926
NYU-56,angelakilab,learning_history,0.3059724548969407
NYU-56,angelakilab,long_evidence,0.28950251528831034
NYU-56,angelakilab,long_history,0.2898795770848736
NYU-56,angelakilab,outcome_history,0.31097610182892654
SH002,angelakilab,combined_evidence,0.4207758949298684
SH002,angelakilab,combined_history,0.4213223110529372
SH002,angelakilab,evidence_history,0.48244790657418624
SH002,angelakilab,learning_evidence,0.4834621570257756
SH002,angelakilab,learning_history,0.48758639060425074
SH002,angelakilab,long_evidence,0.4232734486341382
SH002,angelakilab,long_history,0.42434291590471923
SH002,angelakilab,outcome_history,0.4862595414921771
SH008,angelakilab,combined_evidence,0.397603331958938
SH008,angelakilab,combined_history,0.39602719468379666
SH008,angelakilab,evidence_history,0.41940303549881347
SH008,angelakilab,learning_evidence,0.41437471425975597
SH008,angelakilab,learning_history,0.4118100221119802
SH008,angelakilab,long_evidence,0.39674546589241916
SH008,angelakilab,long_history,0.394868554832832
SH008,angelakilab,outcome_history,0.41714117588376254
SH011,angelakilab,combined_evidence,0.288088430639112
